Age,AgeGroup,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,HighestEducation,Race,Nationality,MalaysiaPR,MovingToNewCompany,Occupation,Telco,HomeAddress,ResidentialType,NoOfDependent,FamilyExpenses(month),AnnualSalary,Saving(month),Customer_Needs_1,Customer_Needs_2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication
23,18-26,male,married,frequent,outdoor,english,Bachelor,others,Malaysian,no,yes,unknown,maxis,north_mal,flat,2,6821.0,139370.0,4793.166666666666,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,yes
37,36-44,male,single,sometimes,pub_goer,mandarin,Bachelor,malay,Malaysian,yes,no,govServant,digi,central_mal,bungalow,2,6460.0,156115.0,6549.583333333334,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
36,36-44,female,single,once_in_a_while,outdoor,english,Bachelor,malay,unknown,yes,yes,unknown,maxis,east_mal,terrace,2,10382.0,95457.0,-2427.25,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,yes
32,27-35,male,single,unknown,home,english,Diploma,others,others,no,no,govServant,umobile,south_mal,bungalow,3,5585.0,166134.0,8259.5,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
34,27-35,male,unknown,frequent,outdoor,malay,Bachelor,others,Malaysian,no,yes,govServant,maxis,central_mal,bungalow,3,5765.0,111524.0,3528.666666666666,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,no
32,27-35,female,single,unknown,home,english,Diploma,chinese,unknown,yes,yes,employer,maxis,central_mal,flat,2,8714.0,185357.0,6732.416666666666,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
24,18-26,male,single,frequent,pub_goer,mandarin,Bachelor,unknown,others,no,no,privateEemployee,maxis,south_mal,condominium,2,6821.0,76055.0,-483.08333333333303,PersonalMedical,KidEducation,SchoolAgain,driving,XEdu,yes
29,27-35,male,single,frequent,outdoor,malay,Master,indian,Malaysian,yes,no,privateEemployee,maxis,central_mal,terrace,2,2824.0,82712.0,4068.666666666667,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
42,36-44,male,single,sometimes,home,malay,Bachelor,malay,Malaysian,yes,yes,privateEemployee,maxis,north_mal,flat,2,9678.0,143580.0,2287.0,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
32,27-35,female,single,frequent,home,malay,Bachelor,unknown,unknown,no,yes,privateEemployee,maxis,central_mal,terrace,2,2971.0,138878.0,8602.166666666666,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
32,27-35,male,married,frequent,outdoor,malay,Master,unknown,Malaysian,yes,no,unknown,digi,central_mal,condominium,2,6477.0,111710.0,2832.166666666666,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,yes
24,18-26,male,unknown,frequent,outdoor,mandarin,Bachelor,unknown,others,no,no,govServant,digi,unknown,terrace,3,3527.0,155964.0,9470.0,PersonalSaving,KidEducation,SchoolAgain,publicTransport,XEdu,yes
40,36-44,male,unknown,once_in_a_while,outdoor,malay,Bachelor,indian,unknown,yes,yes,govServant,umobile,north_mal,flat,2,9498.0,100793.0,-1098.583333333334,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,yes
42,36-44,male,single,sometimes,home,english,Diploma,unknown,Malaysian,no,yes,privateEemployee,umobile,central_mal,condominium,2,5225.0,154573.0,7656.083333333334,PersonalRetirement,KidSaving,SchoolAgain,driving,XEdu,no
35,27-35,male,single,once_in_a_while,home,mandarin,Bachelor,chinese,unknown,yes,no,privateEemployee,digi,unknown,flat,2,8099.0,135041.0,3154.416666666666,PersonalMedical,KidEducation,HomeSafe,driving,XEdu,yes
24,18-26,male,single,frequent,home,malay,Master,malay,Malaysian,yes,yes,privateEemployee,umobile,east_mal,bungalow,2,9743.0,74541.0,-3531.25,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,no
28,27-35,male,single,frequent,outdoor,mandarin,Master,malay,Malaysian,yes,yes,govServant,maxis,unknown,flat,2,6524.0,120324.0,3503.0,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,yes
32,27-35,male,single,unknown,pub_goer,english,Bachelor,malay,Malaysian,yes,yes,govServant,maxis,central_mal,flat,2,5667.0,55618.0,-1032.166666666667,PersonalMedical,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,yes
44,36-44,male,unknown,once_in_a_while,outdoor,english,Diploma,others,unknown,no,yes,privateEemployee,digi,east_mal,flat,2,4784.0,166072.0,9055.333333333334,PersonalSaving,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
23,18-26,male,single,sometimes,outdoor,mandarin,Diploma,malay,Malaysian,yes,no,employer,maxis,central_mal,condominium,2,6695.0,129526.0,4098.833333333334,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
40,36-44,female,unknown,frequent,home,mandarin,Bachelor,malay,others,yes,no,unknown,digi,north_mal,terrace,2,8247.0,100793.0,152.41666666666606,PersonalRetirement,KidEducation,HomeSafe,driving,KidsFlyUp,no
38,36-44,male,single,sometimes,pub_goer,malay,Diploma,chinese,Malaysian,yes,yes,govServant,digi,central_mal,bungalow,2,6821.0,99284.0,1452.666666666666,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,yes
32,27-35,female,single,frequent,pub_goer,english,Diploma,indian,unknown,yes,no,unknown,umobile,central_mal,condominium,2,4683.0,161689.0,8791.083333333334,PersonalSaving,KidMedical,SchoolAgain,driving,KidsFlyUp,no
24,18-26,male,married,once_in_a_while,pub_goer,malay,Bachelor,unknown,unknown,yes,yes,selfEmployed,umobile,central_mal,flat,2,3116.0,122523.0,7094.25,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
38,36-44,male,single,once_in_a_while,home,english,Bachelor,unknown,others,yes,yes,privateEemployee,maxis,east_mal,terrace,3,4253.0,133485.0,6870.75,PersonalSaving,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,yes
36,36-44,male,single,sometimes,outdoor,mandarin,Bachelor,malay,others,yes,yes,unknown,umobile,north_mal,terrace,2,7158.0,93920.0,668.666666666667,PersonalMedical,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,no
41,36-44,male,single,sometimes,home,mandarin,Diploma,indian,Malaysian,yes,yes,selfEmployed,digi,east_mal,terrace,2,7074.0,140260.0,4614.333333333334,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,yes
40,36-44,female,unknown,sometimes,home,malay,Bachelor,chinese,Malaysian,yes,yes,privateEemployee,digi,central_mal,condominium,2,7205.0,100793.0,1194.416666666666,PersonalRetirement,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes
27,27-35,male,single,frequent,pub_goer,english,Bachelor,malay,Malaysian,yes,yes,unknown,celcom,east_mal,terrace,2,10010.0,164415.0,3691.25,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,yes
25,18-26,female,single,frequent,home,malay,Bachelor,indian,Malaysian,yes,no,unknown,maxis,south_mal,condominium,2,5514.0,88792.0,1885.333333333333,PersonalSaving,KidMedical,SchoolAgain,driving,KidsFlyUp,no
37,36-44,female,single,frequent,outdoor,english,Bachelor,malay,Malaysian,no,no,unknown,umobile,central_mal,terrace,2,3922.0,54417.0,612.75,PersonalSaving,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,yes
36,36-44,female,single,frequent,pub_goer,english,Bachelor,unknown,unknown,no,yes,privateEemployee,digi,south_mal,flat,3,3785.0,140599.0,7931.583333333334,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,yes
33,27-35,male,married,frequent,outdoor,english,Bachelor,unknown,unknown,yes,no,privateEemployee,maxis,central_mal,flat,2,6055.0,100793.0,2344.416666666666,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
33,27-35,female,married,sometimes,pub_goer,malay,Bachelor,chinese,Malaysian,yes,yes,unknown,celcom,east_mal,flat,2,9399.0,109929.0,-238.25,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
19,18-26,female,married,once_in_a_while,pub_goer,malay,Bachelor,chinese,Malaysian,yes,yes,unknown,umobile,north_mal,flat,2,4746.0,114288.0,4778.0,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
38,36-44,male,unknown,once_in_a_while,pub_goer,mandarin,Master,malay,Malaysian,yes,no,selfEmployed,celcom,central_mal,condominium,2,4414.0,127702.0,6227.833333333334,PersonalRetirement,KidMedical,COVIDFree,driving,NoMoneyDown,yes
29,27-35,female,unknown,once_in_a_while,home,malay,Diploma,unknown,Malaysian,yes,no,privateEemployee,digi,east_mal,terrace,2,8358.0,100793.0,41.41666666666606,PersonalMedical,KidEducation,COVIDFree,publicTransport,NoMoneyDown,yes
33,27-35,male,single,once_in_a_while,home,english,Master,malay,Malaysian,no,yes,privateEemployee,maxis,south_mal,terrace,2,6220.0,60005.0,-1219.583333333333,PersonalMedical,KidEducation,SchoolAgain,driving,XEdu,no
41,36-44,female,single,unknown,pub_goer,mandarin,Diploma,others,unknown,no,no,govServant,umobile,central_mal,flat,2,4066.0,100793.0,4333.416666666666,PersonalRetirement,KidEducation,COVIDFree,publicTransport,KidsFlyUp,no
21,18-26,female,unknown,once_in_a_while,pub_goer,malay,Master,unknown,Malaysian,yes,no,employer,maxis,unknown,flat,2,7715.0,152383.0,4983.583333333334,PersonalMedical,KidMedical,COVIDFree,driving,XEdu,no
35,27-35,female,married,frequent,home,malay,Bachelor,indian,Malaysian,yes,yes,govServant,celcom,south_mal,terrace,2,8931.0,54011.0,-4430.083333333333,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,no
18,18-26,male,married,frequent,home,malay,Master,others,unknown,yes,yes,selfEmployed,digi,unknown,condominium,2,5760.0,52281.0,-1403.25,PersonalSaving,KidSaving,HomeSafe,driving,NoMoneyDown,yes
44,36-44,male,unknown,sometimes,outdoor,malay,Bachelor,unknown,Malaysian,yes,yes,unknown,maxis,central_mal,flat,3,7967.0,92676.0,-244.0,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,no
32,27-35,male,unknown,frequent,outdoor,malay,Bachelor,chinese,unknown,yes,yes,privateEemployee,digi,south_mal,flat,2,6303.0,158356.0,6893.333333333334,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
42,36-44,female,married,once_in_a_while,home,malay,Bachelor,malay,others,yes,no,unknown,maxis,unknown,terrace,2,5644.0,91847.0,2009.916666666667,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,yes
24,18-26,male,single,frequent,pub_goer,malay,Bachelor,chinese,unknown,yes,no,selfEmployed,celcom,central_mal,flat,2,6340.0,74541.0,-128.25,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
24,18-26,male,unknown,sometimes,pub_goer,malay,Bachelor,indian,Malaysian,yes,no,govServant,digi,east_mal,flat,2,5225.0,154573.0,7656.083333333334,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
41,36-44,female,married,once_in_a_while,home,english,Bachelor,others,unknown,yes,yes,unknown,digi,central_mal,condominium,2,10324.0,118832.0,-421.33333333333394,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,no
40,36-44,male,single,frequent,outdoor,malay,Bachelor,others,Malaysian,yes,yes,unknown,celcom,south_mal,terrace,2,7220.0,154237.0,5633.083333333334,PersonalMedical,KidSaving,COVIDFree,driving,KidsFlyUp,yes
22,18-26,male,single,frequent,home,malay,Master,indian,others,yes,yes,govServant,maxis,unknown,bungalow,2,3795.0,192465.0,12243.75,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
30,27-35,female,unknown,once_in_a_while,pub_goer,malay,Bachelor,malay,others,no,yes,unknown,digi,south_mal,flat,2,9775.0,135200.0,1491.666666666666,PersonalRetirement,KidSaving,SchoolAgain,driving,XEdu,no
24,18-26,female,single,sometimes,pub_goer,english,Bachelor,malay,Malaysian,no,no,unknown,celcom,south_mal,flat,2,8203.0,74541.0,-1991.25,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,no
36,36-44,male,single,once_in_a_while,outdoor,malay,Master,indian,unknown,yes,yes,privateEemployee,maxis,central_mal,flat,2,5139.0,195574.0,11158.833333333334,PersonalSaving,KidMedical,COVIDFree,publicTransport,NoMoneyDown,yes
39,36-44,male,single,frequent,home,english,Diploma,others,unknown,yes,no,privateEemployee,digi,south_mal,terrace,2,7041.0,129307.0,3734.583333333334,PersonalSaving,KidSaving,SchoolAgain,driving,XEdu,yes
41,36-44,male,unknown,once_in_a_while,home,malay,Diploma,indian,Malaysian,yes,yes,govServant,maxis,unknown,terrace,2,9012.0,76618.0,-2627.166666666667,PersonalMedical,KidMedical,COVIDFree,driving,KidsFlyUp,yes
25,18-26,female,married,frequent,home,malay,Bachelor,chinese,Malaysian,yes,no,privateEemployee,maxis,north_mal,condominium,2,9343.0,174931.0,5234.583333333334,PersonalMedical,KidSaving,SchoolAgain,publicTransport,NoMoneyDown,yes
44,36-44,male,single,frequent,pub_goer,malay,Diploma,unknown,others,yes,no,privateEemployee,digi,central_mal,bungalow,2,5159.0,100793.0,3240.416666666666,PersonalRetirement,KidSaving,HomeSafe,driving,XEdu,yes
27,27-35,female,married,frequent,pub_goer,english,Bachelor,unknown,Malaysian,no,no,unknown,digi,east_mal,terrace,2,7179.0,67815.0,-1527.75,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,no
25,18-26,male,single,frequent,pub_goer,malay,Bachelor,others,others,yes,yes,selfEmployed,celcom,central_mal,terrace,2,6985.0,157517.0,6141.416666666666,PersonalMedical,KidEducation,COVIDFree,publicTransport,NoMoneyDown,no
44,36-44,male,single,once_in_a_while,outdoor,english,Diploma,malay,Malaysian,yes,yes,unknown,digi,east_mal,flat,2,7293.0,100793.0,1106.416666666666,PersonalMedical,KidMedical,COVIDFree,publicTransport,XEdu,no
32,27-35,male,unknown,unknown,pub_goer,malay,Bachelor,chinese,others,yes,no,employer,digi,east_mal,terrace,2,5244.0,51188.0,-978.333333333333,PersonalMedical,KidMedical,SchoolAgain,publicTransport,XEdu,yes
33,27-35,female,single,unknown,pub_goer,english,Bachelor,others,others,yes,no,privateEemployee,digi,central_mal,terrace,2,10071.0,141521.0,1722.416666666666,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,yes
43,36-44,female,unknown,sometimes,home,english,Bachelor,others,Malaysian,yes,yes,govServant,celcom,south_mal,condominium,2,3184.0,96591.0,4865.25,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
37,36-44,male,single,sometimes,home,mandarin,Diploma,chinese,Malaysian,yes,yes,selfEmployed,maxis,east_mal,terrace,2,8620.0,98268.0,-431.0,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,no
40,36-44,female,married,frequent,pub_goer,malay,Bachelor,unknown,unknown,yes,yes,employer,digi,north_mal,terrace,2,4100.0,117976.0,5731.333333333334,PersonalRetirement,KidSaving,COVIDFree,publicTransport,KidsFlyUp,no
39,36-44,male,unknown,sometimes,pub_goer,english,Bachelor,unknown,Malaysian,yes,yes,govServant,maxis,south_mal,terrace,2,2669.0,131238.0,8267.5,PersonalRetirement,KidMedical,HomeSafe,driving,KidsFlyUp,no
23,18-26,female,married,sometimes,home,mandarin,Diploma,chinese,Malaysian,no,no,unknown,maxis,central_mal,condominium,2,3559.0,129526.0,7234.833333333334,PersonalSaving,KidSaving,SchoolAgain,driving,NoMoneyDown,no
31,27-35,male,single,once_in_a_while,home,mandarin,Bachelor,indian,Malaysian,yes,no,unknown,maxis,central_mal,condominium,3,2813.0,166134.0,11031.5,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
24,18-26,male,married,frequent,pub_goer,malay,Bachelor,indian,unknown,yes,yes,selfEmployed,digi,north_mal,terrace,2,9413.0,74541.0,-3201.25,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,no
39,36-44,male,married,frequent,outdoor,mandarin,Bachelor,unknown,Malaysian,yes,yes,govServant,digi,central_mal,flat,2,8270.0,57180.0,-3505.0,PersonalSaving,KidMedical,HomeSafe,publicTransport,XEdu,yes
33,27-35,male,married,frequent,outdoor,malay,Bachelor,unknown,others,no,yes,unknown,digi,unknown,terrace,3,2859.0,161202.0,10574.5,PersonalSaving,KidEducation,HomeSafe,driving,NoMoneyDown,yes
29,27-35,female,married,frequent,home,malay,Master,indian,unknown,yes,no,govServant,maxis,south_mal,terrace,3,4661.0,109859.0,4493.916666666666,PersonalRetirement,KidSaving,SchoolAgain,driving,NoMoneyDown,no
33,27-35,male,married,once_in_a_while,pub_goer,english,Diploma,chinese,others,yes,yes,unknown,maxis,east_mal,terrace,2,9399.0,72594.0,-3349.5,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,no
26,18-26,female,single,once_in_a_while,home,malay,Master,unknown,Malaysian,yes,no,unknown,umobile,central_mal,bungalow,2,3567.0,178627.0,11318.583333333334,PersonalRetirement,KidEducation,HomeSafe,driving,XEdu,yes
23,18-26,female,unknown,frequent,home,malay,Diploma,malay,others,yes,yes,govServant,celcom,unknown,terrace,2,5225.0,154573.0,7656.083333333334,PersonalMedical,KidMedical,HomeSafe,publicTransport,XEdu,no
32,27-35,male,unknown,frequent,home,malay,Master,malay,unknown,yes,yes,govServant,umobile,central_mal,condominium,2,8616.0,70578.0,-2734.5,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
33,27-35,male,unknown,frequent,pub_goer,malay,Diploma,malay,others,yes,yes,employer,maxis,east_mal,flat,2,8279.0,198688.0,8278.333333333332,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
32,27-35,female,unknown,frequent,pub_goer,mandarin,Diploma,indian,unknown,no,no,govServant,digi,north_mal,flat,2,10203.0,57961.0,-5372.916666666667,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,no
25,18-26,female,single,frequent,home,english,Bachelor,chinese,Malaysian,yes,yes,employer,umobile,east_mal,flat,2,5376.0,115228.0,4226.333333333334,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
39,36-44,female,unknown,frequent,pub_goer,english,Bachelor,indian,unknown,no,yes,govServant,maxis,unknown,terrace,2,3981.0,48136.0,30.333333333333485,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,no
32,27-35,male,single,sometimes,pub_goer,malay,Bachelor,malay,unknown,yes,no,selfEmployed,celcom,east_mal,terrace,2,9880.0,116957.0,-133.58333333333394,PersonalSaving,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
24,18-26,male,single,frequent,pub_goer,english,Bachelor,indian,Malaysian,yes,yes,privateEemployee,umobile,north_mal,bungalow,2,7615.0,89255.0,-177.08333333333303,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
37,36-44,male,single,frequent,pub_goer,malay,Bachelor,unknown,unknown,yes,no,privateEemployee,digi,central_mal,terrace,2,7390.0,176061.0,7281.75,PersonalMedical,KidSaving,SchoolAgain,publicTransport,XEdu,yes
18,18-26,female,married,frequent,pub_goer,malay,Bachelor,malay,unknown,yes,yes,govServant,maxis,north_mal,flat,2,9222.0,91842.0,-1568.5,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,yes
23,18-26,female,single,unknown,outdoor,malay,Bachelor,malay,unknown,yes,yes,unknown,celcom,east_mal,condominium,2,7975.0,167508.0,5984.0,PersonalRetirement,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
27,27-35,male,married,frequent,home,malay,Bachelor,chinese,Malaysian,yes,no,unknown,umobile,central_mal,condominium,2,4573.0,127633.0,6063.083333333334,PersonalRetirement,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
32,27-35,female,unknown,frequent,pub_goer,english,Bachelor,indian,unknown,yes,yes,unknown,celcom,central_mal,condominium,2,2795.0,175342.0,11816.833333333334,PersonalSaving,KidSaving,HomeSafe,publicTransport,KidsFlyUp,yes
32,27-35,male,unknown,frequent,outdoor,malay,Bachelor,unknown,others,yes,yes,govServant,maxis,north_mal,flat,2,5225.0,154573.0,7656.083333333334,PersonalMedical,KidEducation,SchoolAgain,driving,XEdu,no
21,18-26,male,unknown,frequent,home,english,Master,chinese,unknown,yes,no,govServant,umobile,central_mal,terrace,2,2669.0,184566.0,12711.5,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,no
33,27-35,female,single,once_in_a_while,home,english,Bachelor,malay,Malaysian,yes,no,govServant,digi,east_mal,terrace,2,9399.0,77745.0,-2920.25,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,no
30,27-35,female,married,frequent,outdoor,malay,Diploma,malay,unknown,yes,no,unknown,digi,south_mal,flat,2,6821.0,107072.0,2101.666666666666,PersonalSaving,KidMedical,SchoolAgain,publicTransport,XEdu,no
32,27-35,female,unknown,once_in_a_while,home,malay,Diploma,unknown,Malaysian,yes,yes,unknown,umobile,central_mal,terrace,2,3337.0,160118.0,10006.166666666666,PersonalMedical,KidSaving,HomeSafe,driving,XEdu,yes
29,27-35,male,married,sometimes,pub_goer,english,Diploma,malay,Malaysian,yes,no,privateEemployee,maxis,central_mal,terrace,2,6821.0,119156.0,3108.666666666666,PersonalMedical,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no
31,27-35,male,unknown,sometimes,outdoor,malay,Bachelor,chinese,Malaysian,yes,no,privateEemployee,digi,unknown,condominium,3,5302.0,95137.0,2626.083333333333,PersonalRetirement,KidMedical,COVIDFree,driving,NoMoneyDown,yes
22,18-26,male,single,sometimes,outdoor,english,Master,chinese,unknown,yes,no,privateEemployee,maxis,central_mal,terrace,2,6821.0,172378.0,7543.833333333334,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,yes
40,36-44,male,single,sometimes,pub_goer,mandarin,Bachelor,malay,unknown,yes,no,unknown,celcom,south_mal,condominium,2,4821.0,100793.0,3578.416666666666,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
18,18-26,female,single,sometimes,home,malay,Bachelor,unknown,Malaysian,yes,no,govServant,maxis,central_mal,flat,2,3264.0,111726.0,6046.5,PersonalSaving,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
34,27-35,male,single,once_in_a_while,home,english,Master,others,Malaysian,yes,no,selfEmployed,digi,central_mal,bungalow,2,7401.0,146260.0,4787.333333333334,PersonalSaving,KidSaving,SchoolAgain,driving,XEdu,no
31,27-35,male,single,frequent,outdoor,malay,PhD,malay,Malaysian,yes,yes,govServant,maxis,unknown,condominium,2,7691.0,84417.0,-656.25,PersonalRetirement,KidEducation,HomeSafe,driving,XEdu,no
24,18-26,male,married,once_in_a_while,home,english,Bachelor,malay,Malaysian,no,no,govServant,celcom,unknown,terrace,2,7831.0,74541.0,-1619.25,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,no
44,36-44,female,unknown,frequent,outdoor,malay,Bachelor,indian,others,no,no,selfEmployed,digi,north_mal,condominium,2,8193.0,100793.0,206.41666666666606,PersonalMedical,KidMedical,COVIDFree,driving,KidsFlyUp,yes
33,27-35,male,unknown,once_in_a_while,pub_goer,mandarin,Bachelor,chinese,Malaysian,yes,no,privateEemployee,celcom,south_mal,flat,2,6220.0,129991.0,4612.583333333334,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,yes
35,27-35,male,single,sometimes,home,english,Diploma,others,Malaysian,no,yes,selfEmployed,digi,central_mal,flat,2,4863.0,100793.0,3536.416666666666,PersonalSaving,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
18,18-26,female,unknown,frequent,outdoor,malay,PhD,chinese,unknown,yes,yes,privateEemployee,maxis,unknown,condominium,2,4900.0,66327.0,627.25,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
36,36-44,female,single,unknown,outdoor,malay,Master,unknown,unknown,yes,no,employer,umobile,east_mal,flat,2,4660.0,166367.0,9203.916666666666,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
32,27-35,male,unknown,sometimes,pub_goer,mandarin,Bachelor,chinese,Malaysian,yes,yes,privateEemployee,celcom,north_mal,condominium,2,5181.0,111710.0,4128.166666666666,PersonalRetirement,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
20,18-26,male,married,once_in_a_while,pub_goer,english,Bachelor,unknown,Malaysian,yes,yes,privateEemployee,maxis,central_mal,condominium,2,9555.0,100793.0,-1155.583333333334,PersonalMedical,KidSaving,COVIDFree,driving,NoMoneyDown,no
31,27-35,male,married,frequent,pub_goer,english,Diploma,unknown,Malaysian,yes,no,unknown,umobile,central_mal,condominium,2,6133.0,51316.0,-1856.666666666667,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,yes
32,27-35,female,married,sometimes,pub_goer,malay,Master,unknown,Malaysian,yes,yes,govServant,celcom,unknown,flat,2,9472.0,76709.0,-3079.583333333333,PersonalRetirement,KidSaving,SchoolAgain,driving,KidsFlyUp,no
33,27-35,male,married,frequent,pub_goer,english,Bachelor,unknown,Malaysian,yes,yes,govServant,celcom,south_mal,condominium,2,10360.0,100793.0,-1960.583333333334,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
38,36-44,female,single,frequent,pub_goer,english,Bachelor,chinese,others,yes,no,selfEmployed,umobile,unknown,condominium,2,6592.0,51787.0,-2276.416666666667,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
32,27-35,male,unknown,unknown,outdoor,malay,Master,malay,unknown,no,yes,selfEmployed,celcom,central_mal,flat,2,7509.0,113088.0,1915.0,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,no
18,18-26,male,married,sometimes,pub_goer,malay,Bachelor,unknown,unknown,yes,yes,privateEemployee,digi,central_mal,terrace,2,4697.0,135173.0,6567.416666666666,PersonalRetirement,KidMedical,COVIDFree,driving,XEdu,yes
30,27-35,male,married,sometimes,pub_goer,english,Bachelor,others,Malaysian,yes,yes,selfEmployed,celcom,central_mal,condominium,2,8522.0,51730.0,-4211.166666666667,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,no
34,27-35,female,unknown,frequent,home,english,Bachelor,chinese,others,yes,no,selfEmployed,celcom,east_mal,terrace,2,5225.0,154573.0,7656.083333333334,PersonalMedical,KidEducation,SchoolAgain,publicTransport,KidsFlyUp,yes
32,27-35,female,married,sometimes,pub_goer,english,Bachelor,indian,Malaysian,yes,no,govServant,digi,central_mal,flat,2,8499.0,106232.0,353.66666666666606,PersonalRetirement,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
20,18-26,male,single,sometimes,home,english,Bachelor,unknown,Malaysian,yes,yes,unknown,digi,central_mal,flat,2,8768.0,100793.0,-368.58333333333394,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,yes
24,18-26,female,unknown,unknown,home,english,Bachelor,chinese,Malaysian,yes,no,privateEemployee,umobile,east_mal,terrace,2,4477.0,74541.0,1734.75,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
43,36-44,female,single,frequent,pub_goer,english,Master,others,Malaysian,no,no,unknown,digi,south_mal,flat,2,4684.0,140248.0,7003.333333333334,PersonalSaving,KidMedical,COVIDFree,driving,XEdu,no
32,27-35,female,single,once_in_a_while,outdoor,english,Master,unknown,Malaysian,yes,yes,privateEemployee,digi,north_mal,flat,2,6182.0,114487.0,3358.583333333334,PersonalRetirement,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
36,36-44,male,single,once_in_a_while,outdoor,english,Bachelor,malay,unknown,yes,no,unknown,celcom,central_mal,flat,3,3779.0,118770.0,6118.5,PersonalSaving,KidEducation,HomeSafe,driving,XEdu,yes
